"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,097741,CME ,00,097 ,  184042,   31560,    7092,    1072,   64625,   42073,    5147,   28836,   87631,    3732,   11084,    1015,       0,  146056,  147762,   37986,   36280,   -4498,   -2745,     835,     -19,    1029,   -5125,    1475,   -3717,   -3110,     958,    -988,    -224,       0,   -4007,   -5210,    -491,     712,  100.0,   17.1,    3.9,    0.6,   35.1,   22.9,    2.8,   15.7,   47.6,    2.0,    6.0,    0.6,    0.0,   79.4,   80.3,   20.6,   19.7,    134,     11,      6,.,     22,     24,     12,     26,     34,     10,      9,.,      0,     82,     77,    30.3,    28.9,    39.2,    38.8,    29.8,    28.9,    38.8,    38.8,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,099741,CME ,00,099 ,  740105,   30023,  392521,    1855,  464667,  136045,   31440,   88270,   94055,   11591,   31358,   11123,    3904,  663108,  682534,   76997,   57571,    8114,    4256,   -9304,    -655,   -2184,    4162,    2555,    8246,    8699,   -1909,   -1517,     -63,     -24,    8768,    3461,    -654,    4653,  100.0,    4.1,   53.0,    0.3,   62.8,   18.4,    4.2,   11.9,   12.7,    1.6,    4.2,    1.5,    0.5,   89.6,   92.2,   10.4,    7.8,    306,     15,     15,      4,    108,     41,     46,     39,     53,     25,     24,     11,      7,    213,    175,    19.5,    41.4,    31.6,    58.5,    19.0,    41.4,    30.0,    58.4,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,099741,CME ,00,099 ,  731991,   25767,  401825,    2510,  466851,  131883,   28885,   80024,   85356,   13500,   32875,   11186,    3928,  654340,  679073,   77651,   52918,    4781,    2998,  -36518,     664,   -3294,   19735,      71,     482,   16363,    2209,    2731,     835,    -142,    5719,    3217,    -938,    1564,  100.0,    3.5,   54.9,    0.3,   63.8,   18.0,    3.9,   10.9,   11.7,    1.8,    4.5,    1.5,    0.5,   89.4,   92.8,   10.6,    7.2,    309,     14,     18,      5,    109,     43,     47,     38,     51,     25,     25,     11,      6,    216,    176,    19.6,    42.9,    31.7,    60.5,    19.0,    42.8,    30.2,    60.4,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,099741,CME ,00,099 ,  727210,   22769,  438343,    1846,  470145,  112148,   28814,   79542,   68993,   11291,   30144,   10351,    4070,  648621,  675856,   78589,   51354,    1787,    2299,  -10301,    -130,   -5993,   13780,    1033,    4205,   -2776,     602,    1432,    -598,     121,    3569,    1731,   -1782,      56,  100.0,    3.1,   60.3,    0.3,   64.7,   15.4,    4.0,   10.9,    9.5,    1.6,    4.1,    1.4,    0.6,   89.2,   92.9,   10.8,    7.1,    292,     12,     16,.,    109,     40,     45,     39,     43,     21,     23,     10,      6,    208,    159,    19.8,    43.8,    32.1,    63.1,    19.2,    43.8,    30.6,    63.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,099741,CME ,00,099 ,  725423,   20470,  448644,    1976,  476138,   98368,   27781,   75337,   71769,   10689,   28712,   10949,    3949,  645052,  674125,   80371,   51298,   -7668,    -518,  -16370,    -251,   -3326,     418,     965,   -4955,    3422,     769,     462,     845,     -70,   -6924,  -10272,    -744,    2604,  100.0,    2.8,   61.8,    0.3,   65.6,   13.6,    3.8,   10.4,    9.9,    1.5,    4.0,    1.5,    0.5,   88.9,   92.9,   11.1,    7.1,    290,     13,     16,      4,    114,     34,     44,     38,     43,     22,     21,     11,      6,    209,    157,    20.2,    43.3,    32.4,    64.2,    19.6,    43.3,    30.9,    64.1,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,099741,CME ,00,099 ,  733091,   20988,  465014,    2227,  479464,   97950,   26816,   80292,   68347,    9920,   28250,   10104,    4019,  651976,  684397,   81115,   48694,   19012,    -116,    5612,    -224,   18616,    2654,    1375,     102,    4018,     913,    -605,     124,     265,   20326,   14737,   -1314,    4275,  100.0,    2.9,   63.4,    0.3,   65.4,   13.4,    3.7,   11.0,    9.3,    1.4,    3.9,    1.4,    0.5,   88.9,   93.4,   11.1,    6.6,    293,     12,     17,.,    116,     36,     44,     39,     43,     22,     20,     10,      6,    212,    156,    19.5,    43.7,    31.6,    65.4,    18.9,    43.7,    30.1,    65.2,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,099741,CME ,00,099 ,  714079,   21104,  459402,    2451,  460848,   95296,   25441,   80190,   64329,    9007,   28855,    9980,    3754,  631650,  669660,   82429,   44419,   -4806,    2390,    3086,     -72,     350,    2997,    -497,   -5847,   -8997,     842,    -901,    -994,     -45,   -3780,   -3680,   -1026,   -1126,  100.0,    3.0,   64.3,    0.3,   64.5,   13.3,    3.6,   11.2,    9.0,    1.3,    4.0,    1.4,    0.5,   88.5,   93.8,   11.5,    6.2,    288,     11,     17,.,    114,     34,     45,     44,     37,     21,     21,     10,      6,    216,    147,    18.8,    44.5,    29.9,    66.0,    18.0,    44.5,    28.5,    65.8,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,099741,CME ,00,099 ,  718885,   18714,  456316,    2523,  460498,   92299,   25938,   86037,   73326,    8165,   29756,   10974,    3799,  635430,  673340,   83455,   45545,   13258,     507,   22467,     295,    -352,   -2851,     640,   14457,   -2487,   -3269,    -208,    1390,       4,   12074,   16189,    1184,   -2931,  100.0,    2.6,   63.5,    0.4,   64.1,   12.8,    3.6,   12.0,   10.2,    1.1,    4.1,    1.5,    0.5,   88.4,   93.7,   11.6,    6.3,    290,     12,     13,.,    114,     32,     46,     50,     34,     21,     23,     12,      6,    221,    145,    18.6,    43.4,    29.2,    65.2,    17.8,    43.4,    27.8,    65.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,232741,CME ,00,232 ,  199485,   95308,    1754,     317,   34259,  130094,    4581,   37472,   29589,    2367,    6861,     454,       0,  181165,  169156,   18320,   30329,   18692,   11041,      41,    -147,    2181,    7695,     -64,    7430,    9332,       8,     228,      21,       0,   20677,   16886,   -1985,    1806,  100.0,   47.8,    0.9,    0.2,   17.2,   65.2,    2.3,   18.8,   14.8,    1.2,    3.4,    0.2,    0.0,   90.8,   84.8,    9.2,   15.2,    108,     12,.,.,     15,     25,     11,     23,     25,     12,      5,.,      0,     66,     68,    44.7,    44.5,    55.9,    56.3,    44.7,    44.3,    55.9,    55.3,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,232741,CME ,00,232 ,  180793,   84267,    1713,     464,   32078,  122399,    4645,   30042,   20257,    2359,    6633,     433,       0,  160488,  152270,   20305,   28523,   15262,   14333,      77,    -235,    1489,   12812,   -1365,    5050,     167,   -2266,    -147,       3,       0,   16859,    9193,   -1597,    6069,  100.0,   46.6,    0.9,    0.3,   17.7,   67.7,    2.6,   16.6,   11.2,    1.3,    3.7,    0.2,    0.0,   88.8,   84.2,   11.2,   15.8,    104,     12,.,.,     14,     24,     11,     20,     26,     11,      5,.,      0,     64,     64,    45.9,    48.9,    57.2,    60.8,    45.9,    48.6,    57.2,    60.0,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,232741,CME ,00,232 ,  165531,   69934,    1636,     699,   30589,  109587,    6010,   24992,   20090,    4625,    6780,     430,       0,  143629,  143077,   21902,   22454,    3532,    9175,      36,     284,   -1953,    4790,     718,   -3057,   -2700,     131,     -16,       0,       0,    5282,    3259,   -1750,     273,  100.0,   42.2,    1.0,    0.4,   18.5,   66.2,    3.6,   15.1,   12.1,    2.8,    4.1,    0.3,    0.0,   86.8,   86.4,   13.2,   13.6,     95,     11,.,.,     14,     20,     10,     21,     21,     12,      5,.,      0,     63,     57,    41.2,    50.8,    53.3,    62.1,    41.2,    50.4,    53.3,    60.1,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,232741,CME ,00,232 ,  161999,   60759,    1600,     415,   32542,  104797,    5292,   28049,   22790,    4494,    6796,     430,       0,  138347,  139818,   23652,   22181,   -1443,    7357,   -9646,      73,   -5146,    1218,     789,   -1524,    1718,     340,     -47,       8,       0,    1842,   -5500,   -3285,    4057,  100.0,   37.5,    1.0,    0.3,   20.1,   64.7,    3.3,   17.3,   14.1,    2.8,    4.2,    0.3,    0.0,   85.4,   86.3,   14.6,   13.7,     94,     11,.,.,     15,     19,     10,     22,     20,     11,      5,.,      0,     65,     52,    37.0,    52.7,    49.9,    64.7,    37.0,    52.3,    49.9,    62.2,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,232741,CME ,00,232 ,  163442,   53402,   11246,     342,   37688,  103579,    4503,   29573,   21072,    4154,    6843,     422,       0,  136505,  145318,   26937,   18124,    7067,    3418,  -13115,     180,   -2482,   13371,     -66,    3800,    2353,    3228,     270,       6,       0,    8348,    5957,   -1281,    1110,  100.0,   32.7,    6.9,    0.2,   23.1,   63.4,    2.8,   18.1,   12.9,    2.5,    4.2,    0.3,    0.0,   83.5,   88.9,   16.5,   11.1,     99,      9,.,.,     19,     15,      7,     25,     21,     11,      6,.,      0,     69,     50,    36.2,    53.0,    46.1,    65.3,    36.2,    52.8,    46.1,    63.1,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,232741,CME ,00,232 ,  156375,   49984,   24361,     162,   40170,   90208,    4569,   25773,   18719,     926,    6573,     416,       0,  128157,  139361,   28218,   17014,    -628,     511,    3813,       0,   -1702,    6440,    1220,   -1345,  -14185,     401,     -25,     -23,       0,    -940,   -2334,     312,    1706,  100.0,   32.0,   15.6,    0.1,   25.7,   57.7,    2.9,   16.5,   12.0,    0.6,    4.2,    0.3,    0.0,   82.0,   89.1,   18.0,   10.9,     93,      7,      4,.,     19,     13,      9,     27,     17,      9,      5,.,      0,     69,     43,    37.7,    55.5,    47.9,    67.4,    37.7,    55.3,    47.9,    66.8,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,232741,CME ,00,232 ,  157003,   49473,   20548,     162,   41872,   83768,    3349,   27118,   32904,     525,    6598,     439,       0,  129097,  141695,   27906,   15308,    4268,   -8020,   14061,     -29,    5273,   -5908,    1387,    5868,    -619,    -876,      30,     -26,       0,    3633,    7990,     635,   -3722,  100.0,   31.5,   13.1,    0.1,   26.7,   53.4,    2.1,   17.3,   21.0,    0.3,    4.2,    0.3,    0.0,   82.2,   90.2,   17.8,    9.8,     94,      7,      5,.,     20,     10,      8,     27,     19,      7,      5,.,      0,     70,     40,    37.5,    52.3,    48.2,    64.9,    37.5,    52.0,    48.2,    64.5,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,299741,CME ,00,099 ,   29808,     485,   10941,       0,   15929,    7811,    1456,    1049,    1561,       0,       0,       0,       0,   18919,   21769,   10889,    8039,     422,       0,       1,       0,     344,     305,       0,     596,    -830,       0,       0,       0,       0,     940,    -524,    -518,     946,  100.0,    1.6,   36.7,    0.0,   53.4,   26.2,    4.9,    3.5,    5.2,    0.0,    0.0,    0.0,    0.0,   63.5,   73.0,   36.5,   27.0,     24,.,.,      0,     15,.,      5,.,.,      0,      0,      0,      0,     18,     11,    26.6,    62.9,    42.1,    71.1,    26.1,    62.9,    40.0,    68.1,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,299741,CME ,00,099 ,   29386,     485,   10940,       0,   15585,    7506,    1456,     453,    2391,       0,       0,       0,       0,   17979,   22293,   11407,    7093,     200,       6,      17,       0,      42,     855,       0,       0,    -539,       0,       0,       0,       0,      48,     333,     152,    -133,  100.0,    1.7,   37.2,    0.0,   53.0,   25.5,    5.0,    1.5,    8.1,    0.0,    0.0,    0.0,    0.0,   61.2,   75.9,   38.8,   24.1,     24,.,.,      0,     15,.,      5,.,.,      0,      0,      0,      0,     17,     12,    27.0,    62.8,    42.3,    72.7,    26.4,    62.8,    40.4,    70.9,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,299741,CME ,00,099 ,   29186,     479,   10923,       0,   15543,    6651,    1456,     453,    2930,       0,       0,       0,       0,   17931,   21960,   11255,    7226,     356,     -15,       3,       0,     375,     876,    -340,      11,    -203,       0,       0,       0,       0,      31,     336,     325,      20,  100.0,    1.6,   37.4,    0.0,   53.3,   22.8,    5.0,    1.6,   10.0,    0.0,    0.0,    0.0,    0.0,   61.4,   75.2,   38.6,   24.8,     24,.,.,      0,     15,.,      5,.,.,      0,      0,      0,      0,     17,     12,    27.1,    60.4,    42.4,    72.0,    26.6,    60.4,    40.5,    70.3,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,299741,CME ,00,099 ,   28830,     494,   10920,       0,   15168,    5775,    1796,     442,    3133,       0,       0,       0,       0,   17900,   21624,   10930,    7206,     -18,       2,    -432,       0,    -487,    1723,     330,       0,   -2007,       0,       0,       0,       0,    -155,    -386,     137,     368,  100.0,    1.7,   37.9,    0.0,   52.6,   20.0,    6.2,    1.5,   10.9,    0.0,    0.0,    0.0,    0.0,   62.1,   75.0,   37.9,   25.0,     24,.,.,      0,     15,.,      6,.,.,      0,      0,      0,      0,     17,     13,    27.5,    58.9,    42.8,    70.6,    25.9,    58.9,    39.8,    68.8,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,299741,CME ,00,099 ,   28848,     492,   11352,       0,   15655,    4052,    1466,     442,    5140,       0,       0,       0,       0,   18055,   22010,   10793,    6838,       3,       0,       1,       0,      24,       7,       0,      17,    -929,      -8,       0,       0,       0,      33,    -929,     -30,     932,  100.0,    1.7,   39.4,    0.0,   54.3,   14.0,    5.1,    1.5,   17.8,    0.0,    0.0,    0.0,    0.0,   62.6,   76.3,   37.4,   23.7,     25,.,.,      0,     15,.,      5,.,.,      0,      0,      0,      0,     17,     13,    27.5,    59.0,    42.8,    71.5,    26.9,    59.0,    40.9,    71.2,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,299741,CME ,00,099 ,   28845,     492,   11351,       0,   15631,    4045,    1466,     425,    6069,       8,       0,       0,       0,   18022,   22939,   10823,    5906,     -63,      -9,    1212,       0,     -44,    -228,       0,       0,    -319,       8,       0,       0,       0,     -45,     673,     -18,    -736,  100.0,    1.7,   39.4,    0.0,   54.2,   14.0,    5.1,    1.5,   21.0,    0.0,    0.0,    0.0,    0.0,   62.5,   79.5,   37.5,   20.5,     27,.,.,      0,     15,.,      5,.,      5,.,      0,      0,      0,     18,     15,    27.4,    60.1,    42.7,    71.4,    26.8,    60.1,    40.8,    71.3,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,299741,CME ,00,099 ,   28908,     501,   10139,       0,   15675,    4273,    1466,     425,    6388,       0,       0,       0,       0,   18067,   22266,   10841,    6642,     104,       2,       4,       0,     456,     -39,    -399,    -402,     580,       0,       0,       0,       0,    -343,     146,     447,     -42,  100.0,    1.7,   35.1,    0.0,   54.2,   14.8,    5.1,    1.5,   22.1,    0.0,    0.0,    0.0,    0.0,   62.5,   77.0,   37.5,   23.0,     25,.,.,      0,     15,.,      5,.,      4,      0,      0,      0,      0,     17,     13,    27.6,    62.2,    42.9,    72.2,    27.0,    62.2,    40.9,    72.0,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,095741,CME ,00,095 ,  265257,    2712,  102260,    1932,  160027,    3403,    1355,   80788,   52712,    7700,    3320,   93070,      16,  257850,  262448,    7407,    2809,    4045,    1004,    8481,    -235,    7786,     176,     475,   -9979,   -9411,    4753,     597,    -722,       0,    4401,    3517,    -356,     528,  100.0,    1.0,   38.6,    0.7,   60.3,    1.3,    0.5,   30.5,   19.9,    2.9,    1.3,   35.1,    0.0,   97.2,   98.9,    2.8,    1.1,    172,      4,      9,.,     35,      6,      4,     59,     28,     15,     13,     17,.,    123,     72,    39.2,    70.2,    55.4,    84.0,    39.2,    70.1,    55.4,    83.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,095741,CME ,00,095 ,  261212,    1708,   93779,    2167,  152241,    3227,     880,   90767,   62123,    2947,    2723,   93792,      16,  253449,  258931,    7763,    2281,   11137,    -244,    7728,     431,    5899,      50,      13,    6957,    4037,   -2299,     420,    1375,       0,   11177,   11335,     -40,    -198,  100.0,    0.7,   35.9,    0.8,   58.3,    1.2,    0.3,   34.7,   23.8,    1.1,    1.0,   35.9,    0.0,   97.0,   99.1,    3.0,    0.9,    179,.,      9,      4,     33,      7,      4,     74,     22,      9,     13,     17,.,    134,     63,    34.5,    68.0,    49.8,    82.2,    34.5,    67.9,    49.8,    82.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,095741,CME ,00,095 ,  250075,    1952,   86051,    1736,  146342,    3177,     867,   83810,   58086,    5246,    2303,   92417,      16,  242272,  247596,    7803,    2479,      16,   -2444,    2097,     501,    4272,    -650,       0,   -1311,     315,   -1975,     101,    -122,       0,    -856,     166,     872,    -150,  100.0,    0.8,   34.4,    0.7,   58.5,    1.3,    0.3,   33.5,   23.2,    2.1,    0.9,   37.0,    0.0,   96.9,   99.0,    3.1,    1.0,    168,      4,      8,      4,     32,      6,.,     69,     22,     11,     12,     15,.,    125,     62,    34.8,    69.1,    49.9,    82.6,    34.8,    69.1,    49.9,    81.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,095741,CME ,00,095 ,  250059,    4396,   83954,    1235,  142070,    3827,     867,   85121,   57771,    7221,    2202,   92539,      16,  243128,  247430,    6931,    2629,  -13414,     870,  -12620,     462,   -4395,   -1485,       0,   -9698,     345,     -19,      58,     228,       0,  -12722,  -13089,    -692,    -325,  100.0,    1.8,   33.6,    0.5,   56.8,    1.5,    0.3,   34.0,   23.1,    2.9,    0.9,   37.0,    0.0,   97.2,   98.9,    2.8,    1.1,    165,      5,      8,      4,     31,      7,.,     63,     23,     10,     10,     18,.,    117,     66,    33.2,    70.5,    48.4,    83.2,    33.2,    70.5,    47.9,    82.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,095741,CME ,00,095 ,  263473,    3526,   96574,     773,  146465,    5312,     867,   94819,   57426,    7240,    2144,   92311,      16,  255850,  260519,    7623,    2954,   -7764,     441,   -4225,     415,   -2861,    2412,       0,   -8260,   -9992,    3251,    -192,      35,       3,   -7203,   -8101,    -561,     337,  100.0,    1.3,   36.7,    0.3,   55.6,    2.0,    0.3,   36.0,   21.8,    2.7,    0.8,   35.0,    0.0,   97.1,   98.9,    2.9,    1.1,    164,      5,      8,      4,     32,      8,.,     60,     24,      9,     11,     16,.,    117,     64,    33.0,    71.5,    48.6,    83.3,    33.0,    71.5,    48.6,    81.9,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,095741,CME ,00,095 ,  271237,    3085,  100799,     358,  149326,    2900,     867,  103079,   67418,    3989,    2336,   92276,      13,  263053,  268620,    8184,    2617,    2610,     175,   10227,     163,   -3379,    -522,     -32,    2528,   -7622,    2603,     472,      49,      -4,    2526,    4862,      84,   -2252,  100.0,    1.1,   37.2,    0.1,   55.1,    1.1,    0.3,   38.0,   24.9,    1.5,    0.9,   34.0,    0.0,   97.0,   99.0,    3.0,    1.0,    172,      4,      9,.,     32,      5,.,     69,     26,     11,     12,     15,.,    126,     64,    32.2,    69.3,    48.5,    81.4,    32.2,    69.2,    48.5,    80.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
